X,Y,Catogery,chart_type,title,x-title,y-title
-47.25,115.71,_,Simple Scatter,scatter plot,xaxis,yaxis
-44.34,89.53,_
-38.17,74.56,_
-38.17,103.74,_
-37.32,94.01,_
-33.21,71.57,_
-31.16,76.06,_
-28.25,70.07,_
-27.22,82.04,_
-23.28,97.01,_
-17.12,70.07,_
-12.15,83.54,_
-5.14,95.51,_
-5.14,102.99,_
-4.11,120.95,_
-2.05,76.81,_
-1.2,111.97,_
-0.17,170.32,_
0.86,151.62,_
0.86,97.01,_
1.88,138.9,_
3.94,187.53,_
4.96,105.99,_
7.87,145.64,_
7.87,182.29,_
10.96,199.5,_
13.87,89.53,_
14.89,198.75,_
20.88,189.78,_
21.91,202.49,_
27.05,177.81,_
27.9,194.26,_
30.98,157.61,_
34.92,174.81,_
36.98,149.38,_
40.06,161.35,_
43.99,137.41,_
