X,Y,Catogery,chart_type,title,x-title,y-title
14.02,162.27,_,Simple Scatter,scatter plot,xaxis,x axis
14.02,99.5,_
14.02,70.52,_
14.02,115.79,_
15.02,86.82,_
15.02,176.16,_
15.02,58.45,_
15.02,186.42,_
15.02,126.66,_
16.03,77.77,_
16.03,135.71,_
16.03,114.59,_
16.03,148.99,_
17.03,99.5,_
17.89,70.52,_
18.04,165.9,_
18.9,138.13,_
19.9,90.44,_
19.9,124.85,_
19.9,56.64,_
19.9,104.93,_
22.92,66.3,_
23.92,98.89,_
23.92,77.77,_
27.94,58.45,_
28.95,77.77,_
30.96,62.68,_
33.83,66.3,_
39.86,76.56,_
40.86,59.66,_
42.87,69.32,_
46.75,63.28,_
51.77,61.47,_
54.78,66.3,_
60.67,64.49,_
64.69,62.68,_
68.71,65.69,_
72.58,67.51,_
78.61,61.47,_
84.64,65.69,_
90.53,64.49,_
