X,Y,Catogery,chart_type,title,x-title,y-title
22.92,76.18,_,Simple Scatter,scatter plot,xaxis,x axis
31.47,47.38,_
35.42,73.19,_
41.34,64.21,_
41.34,59.35,_
46.6,46.26,_
47.26,36.53,_
48.57,54.49,_
51.21,44.39,_
51.21,76.18,_
53.18,53.37,_
54.5,46.26,_
56.47,66.46,_
57.13,58.23,_
76.86,87.41,_
92.0,105.36,_
100.55,9.6,_
124.89,87.41,_
127.52,109.1,_
154.5,65.34,_
208.44,106.11,_
232.13,122.19,_
259.1,120.32,_
281.47,108.35,_
288.71,119.2,_
298.57,95.26,_
300.55,108.35,_
307.79,117.33,_
311.73,100.12,_
319.63,115.09,_
336.07,106.11,_
337.39,101.25,_
340.02,114.34,_
357.79,115.09,_
373.57,100.12,_
