X,Y,Catogery,chart_type,title,x-title,y-title
1948.96,117.6,_,Simple Scatter,the classir rox l lenkins airline data,_,_
1949.09,125.26,_
1949.15,137.5,_
1949.28,125.26,_
1949.33,135.97,_
1949.44,142.09,_
1949.47,154.34,_
1949.6,149.74,_
1949.65,139.03,_
1949.71,123.72,_
1949.79,108.42,_
1949.79,117.6,_
1949.89,125.26,_
1950.0,119.13,_
1950.08,131.38,_
1950.13,146.68,_
1950.24,139.03,_
1950.29,128.32,_
1950.37,154.34,_
1950.45,174.23,_
1950.61,172.7,_
1950.64,161.99,_
1950.72,135.97,_
1950.8,119.13,_
1950.85,142.09,_
1950.96,148.21,_
1951.09,154.34,_
1951.15,183.42,_
1951.23,166.58,_
1951.31,175.77,_
1951.41,183.42,_
1951.47,203.32,_
1951.57,201.79,_
1951.65,188.01,_
1951.73,166.58,_
1951.81,151.28,_
1951.89,169.64,_
1952.0,175.77,_
1952.05,184.95,_
1952.13,195.66,_
1952.21,184.95,_
1952.35,188.01,_
1952.4,221.68,_
1952.45,230.87,_
1952.53,236.99,_
1952.56,246.17,_
1952.64,214.03,_
1952.75,195.66,_
1952.83,177.3,_
1952.91,195.66,_
1952.99,203.32,_
1953.09,198.72,_
1953.15,238.52,_
1953.31,241.58,_
1953.33,232.4,_
1953.44,247.7,_
1953.49,266.07,_
1953.57,276.79,_
1953.65,241.58,_
1953.73,215.56,_
1953.81,184.95,_
1953.89,204.85,_
1954.03,207.91,_
1954.08,192.6,_
1954.16,240.05,_
1954.24,229.34,_
1954.35,238.52,_
1954.43,267.6,_
1954.51,305.87,_
1954.59,295.15,_
1954.67,263.01,_
1954.75,233.93,_
1954.83,207.91,_
1954.88,230.87,_
1954.96,236.99,_
1955.01,246.17,_
1955.12,235.46,_
1955.17,269.13,_
1955.28,276.79,_
1955.36,270.66,_
1955.41,318.11,_
1955.49,367.09,_
1955.6,350.26,_
1955.68,316.58,_
1955.76,278.32,_
1955.84,241.58,_
1955.92,279.85,_
1956.0,287.5,_
1956.13,279.85,_
1956.19,321.17,_
1956.27,315.05,_
1956.37,321.17,_
1956.43,377.81,_
1956.51,416.07,_
1956.61,406.89,_
1956.69,357.91,_
1956.77,310.46,_
1956.85,275.26,_
1956.96,308.93,_
1957.01,318.11,_
1957.12,302.81,_
1957.17,359.44,_
1957.28,350.26,_
1957.39,357.91,_
1957.44,425.26,_
1957.52,466.58,_
1957.63,469.64,_
1957.68,406.89,_
1957.79,350.26,_
1957.87,308.93,_
1957.95,338.01,_
1958.05,344.13,_
1958.11,321.17,_
1958.19,365.56,_
1958.27,351.79,_
1958.4,365.56,_
1958.45,437.5,_
1958.53,494.13,_
1958.61,507.91,_
1958.69,406.89,_
1958.77,362.5,_
1958.85,313.52,_
1958.96,341.07,_
1959.04,364.03,_
1959.15,345.66,_
1959.2,408.42,_
1959.28,397.7,_
1959.36,423.72,_
1959.47,474.23,_
1959.55,550.77,_
1959.63,561.48,_
1959.71,465.05,_
1959.79,409.95,_
1959.87,365.56,_
1959.92,405.36,_
1960.0,411.48,_
1960.05,420.66,_
1960.13,394.64,_
1960.24,422.19,_
1960.29,463.52,_
1960.37,474.23,_
1960.45,536.99,_
1960.53,624.23,_
1960.64,607.4,_
1960.72,510.97,_
1960.8,463.52,_
1960.88,393.11,_
1960.96,434.44,_
