X,Y,Catogery,chart_type,title,x-title,y-title
1.04,34.51,type1,Scatter,scatter plot,xaxis,x axis
2.03,95.24,type1
3.03,25.71,type1
4.02,37.55,type1
5.02,70.04,type1
6.01,90.99,type1
6.97,39.37,type1
7.97,43.32,type1
8.96,22.67,type1
9.96,40.59,type1
10.95,61.54,type1
11.95,62.45,type1
12.94,35.43,type1
13.94,39.37,type1
14.87,4.76,type1
14.99,4.76,type1
1.04,55.47,type2
2.03,72.17,type2
3.03,60.32,type2
4.02,23.58,type2
5.02,68.22,type2
5.98,96.15,type2
6.97,87.04,type2
7.97,67.31,type2
8.96,52.43,type2
9.96,51.52,type2
10.95,63.36,type2
11.95,70.34,type2
12.94,92.21,type2
13.94,20.55,type2
14.93,86.13,type2
