X,Y,Catogery,chart_type,title,x-title,y-title
12.96,58.45,_,Simple Scatter,scatter plot,xaxis,x axis
14.98,176.16,_
16.86,89.84,_
17.94,76.56,_
17.94,165.9,_
17.94,66.3,_
18.88,138.13,_
19.96,124.85,_
20.9,85.61,_
20.9,97.69,_
23.86,98.89,_
24.93,94.67,_
26.95,95.88,_
29.91,97.69,_
33.81,96.48,_
33.81,89.84,_
38.79,95.88,_
42.83,100.7,_
42.83,89.84,_
43.77,106.74,_
45.78,136.92,_
46.86,150.2,_
46.86,120.62,_
50.76,138.13,_
51.84,148.99,_
51.84,159.86,_
55.74,155.03,_
62.74,141.75,_
63.81,152.01,_
67.71,147.18,_
73.77,144.77,_
75.78,155.03,_
76.73,147.18,_
79.69,156.84,_
81.7,147.18,_
83.72,150.8,_
83.72,187.02,_
83.72,195.47,_
83.72,180.38,_
83.72,165.29,_
84.66,171.33,_
