X,Y,Catogery,chart_type,title,x-title,y-title
19.87,103.72,_,Simple Scatter,scatter plot,xaxis,x axis
20.89,132.09,_
23.83,124.85,_
24.85,81.39,_
27.91,112.78,_
27.91,102.52,_
30.84,138.73,_
32.88,43.36,_
32.88,76.56,_
32.88,170.12,_
34.79,81.39,_
34.79,152.01,_
37.85,37.32,_
38.87,58.45,_
40.91,127.87,_
44.87,147.18,_
44.87,96.48,_
45.89,174.95,_
46.91,33.7,_
50.86,18.61,_
53.79,73.54,_
54.81,193.06,_
54.81,136.92,_
55.83,171.93,_
57.87,156.84,_
58.89,35.51,_
60.81,111.57,_
62.85,190.04,_
62.85,98.89,_
62.85,50.6,_
66.8,164.08,_
68.84,78.37,_
71.9,63.28,_
71.9,35.51,_
72.79,126.06,_
75.86,144.77,_
77.9,100.7,_
80.83,78.37,_
81.85,120.02,_
87.84,100.7,_
