X,Y,Catogery,chart_type,title,x-title,y-title
2.92,369.74,type1,Scatter,scatter plot,xaxis,yaxis
9.86,248.21,type1
17.95,242.05,type1
23.92,31.28,type1
23.92,315.9,type1
25.84,457.44,type1
37.98,188.21,type1
38.94,125.13,type1
38.94,485.13,type1
42.99,122.05,type1
55.89,440.51,type1
57.05,362.05,type1
72.07,14.36,type1
78.04,285.13,type1
89.02,217.44,type1
2.92,103.59,type2
9.86,329.74,type2
17.95,95.9,type2
23.92,158.97,type2
23.92,342.05,type2
25.84,420.51,type2
37.98,9.74,type2
38.94,274.36,type2
38.94,391.28,type2
42.99,94.36,type2
55.89,225.13,type2
57.05,208.21,type2
72.07,235.9,type2
78.04,294.36,type2
89.02,265.13,type2
2.92,314.36,type3
9.86,257.44,type3
17.95,251.28,type3
23.92,72.82,type3
23.92,58.97,type3
25.84,277.44,type3
37.98,103.59,type3
38.94,422.05,type3
38.94,71.28,type3
42.99,449.74,type3
55.89,349.74,type3
57.05,478.97,type3
72.07,260.51,type3
78.04,88.21,type3
89.02,32.82,type3
