X,Y,Catogery,chart_type,title,x-title,y-title
12.8,44.39,_,Simple Scatter,scatter plot,xaxis,yaxis
12.8,46.63,_
12.8,53.37,_
18.8,59.35,_
19.81,54.49,_
22.81,46.26,_
22.81,64.21,_
24.81,58.23,_
24.81,66.46,_
27.82,76.18,_
31.82,47.38,_
31.82,9.6,_
31.82,61.22,_
31.82,76.18,_
31.82,73.19,_
34.83,47.38,_
35.83,47.38,_
36.83,36.53,_
39.83,36.53,_
41.84,36.53,_
42.84,27.56,_
45.84,25.69,_
46.84,33.54,_
46.84,44.39,_
47.68,47.38,_
47.68,71.32,_
47.84,54.49,_
48.68,71.32,_
48.85,46.26,_
49.85,41.4,_
51.85,21.95,_
51.85,20.07,_
52.85,25.69,_
53.69,14.46,_
54.69,14.46,_
56.69,34.29,_
57.69,50.37,_
59.69,34.29,_
62.7,45.51,_
62.7,55.24,_
65.7,64.21,_
66.7,27.56,_
68.71,25.31,_
72.71,73.19,_
79.72,41.4,_
83.73,40.27,_
86.73,41.4,_
101.75,60.47,_
