X,Y,Catogery,chart_type,title,x-title,y-title
0.01,82.19,type1,Scatter,scatter plot,xaxis,x axis
0.99,29.66,type1
2.97,48.48,type1
3.99,74.29,type1
4.96,62.45,type1
5.0,30.57,type1
5.97,30.87,type1
5.97,29.35,type1
5.97,10.83,type1
8.97,70.34,type1
10.96,38.77,type1
10.96,4.76,type1
11.93,92.21,type1
11.93,37.55,type1
12.94,38.46,type1
13.92,23.28,type1
15.9,46.36,type1
15.9,26.62,type1
15.9,29.66,type1
18.9,54.25,type1
0.01,25.71,type2
0.99,60.32,type2
2.97,54.25,type2
3.99,45.45,type2
4.96,45.45,type2
4.96,58.5,type2
5.97,40.59,type2
5.97,45.14,type2
5.97,46.66,type2
8.97,26.62,type2
10.96,97.06,type2
10.96,40.59,type2
11.93,81.28,type2
11.93,31.48,type2
12.94,69.43,type2
13.92,25.71,type2
15.9,68.22,type2
15.9,20.55,type2
15.9,52.43,type2
18.9,26.62,type2
