X,Y,Catogery,chart_type,title,x-title,y-title
27.69,114.11,_,Simple Scatter,scatter plot,xaxis,x axis
35.45,78.98,_
36.75,94.29,_
41.27,92.94,_
43.86,92.94,_
44.5,123.12,_
47.09,101.05,_
51.62,114.11,_
61.96,123.12,_
65.19,101.05,_
66.49,92.94,_
87.18,123.12,_
87.82,92.94,_
96.88,104.2,_
103.99,113.21,_
122.74,92.94,_
126.62,101.05,_
145.37,97.0,_
164.12,100.15,_
199.03,101.05,_
219.72,109.16,_
227.48,121.32,_
238.47,128.98,_
254.63,128.98,_
266.27,130.33,_
269.5,122.22,_
279.2,137.09,_
292.13,129.88,_
303.77,122.22,_
308.94,137.09,_
327.69,119.07,_
333.51,129.88,_
336.75,140.24,_
344.5,140.24,_
365.19,132.13,_
372.31,122.22,_
