X,Y,Catogery,chart_type,title,x-title,y-title
1.69,29.22,1 type,Scatter,_,points,_
6.82,27.31,1 type
7.71,32.09,1 type
8.48,31.13,1 type
8.87,30.18,1 type
9.76,37.82,1 type
12.84,29.7,1 type
13.74,36.39,1 type
15.79,33.52,1 type
16.82,28.26,1 type
19.76,40.68,1 type
22.84,34.47,1 type
27.84,30.18,1 type
28.87,39.73,1 type
31.94,32.09,1 type
32.84,28.74,1 type
37.97,28.74,1 type
45.92,34.0,1 type
50.92,28.26,1 type
51.94,43.55,1 type
52.97,36.86,1 type
54.0,50.72,1 type
55.02,33.04,1 type
-0.24,120.46,type 2
0.66,97.05,type 2
2.71,140.05,type 2
3.74,156.29,type 2
4.76,137.66,type 2
5.79,104.22,type 2
10.79,143.39,type 2
11.82,117.12,type 2
14.76,174.92,type 2
17.84,118.07,type 2
18.87,137.66,type 2
20.79,197.85,type 2
21.82,174.92,type 2
23.87,131.45,type 2
24.89,118.07,type 2
25.79,180.18,type 2
26.82,162.02,type 2
29.89,140.53,type 2
30.92,115.68,type 2
33.87,184.0,type 2
34.89,158.2,type 2
35.92,133.84,type 2
36.94,164.89,type 2
38.87,166.32,type 2
39.89,127.15,type 2
40.92,198.33,type 2
41.94,204.06,type 2
42.97,156.29,type 2
44.0,183.52,type 2
44.89,131.45,type 2
46.94,171.1,type 2
47.97,155.81,type 2
49.0,112.82,type 2
50.02,135.27,type 2
