X,Y,Catogery,chart_type,title,x-title,y-title
151.91,402.91,_,Simple Scatter,scores improvement over training,initial scores,current session scores
151.91,406.81,_
152.91,430.86,_
154.9,420.04,_
154.9,411.02,_
154.9,402.91,_
154.9,408.02,_
155.9,415.83,_
157.89,408.92,_
158.89,418.84,_
158.89,402.91,_
158.89,423.95,_
159.89,464.83,_
160.89,428.76,_
160.89,414.93,_
161.88,411.02,_
161.88,406.81,_
161.88,443.79,_
162.88,425.75,_
163.88,416.73,_
163.88,420.94,_
167.87,423.95,_
167.87,405.91,_
167.87,411.92,_
168.86,438.98,_
168.86,430.86,_
170.86,409.82,_
170.86,415.83,_
173.85,408.02,_
174.85,423.95,_
175.84,434.77,_
176.84,449.8,_
176.84,415.83,_
180.83,420.94,_
180.83,470.84,_
182.83,429.96,_
183.82,445.89,_
184.82,487.07,_
184.82,435.97,_
185.82,426.95,_
186.81,418.84,_
188.81,457.92,_
189.81,432.97,_
191.8,440.78,_
193.63,451.0,_
195.79,475.05,_
196.62,423.95,_
200.61,445.89,_
203.6,431.76,_
203.6,467.84,_
204.6,457.92,_
205.6,494.89,_
213.57,412.83,_
214.57,441.98,_
218.56,473.85,_
223.55,497.9,_
224.54,448.9,_
227.53,431.76,_
236.51,460.92,_
240.5,437.78,_
