X,Y,Catogery,chart_type,title,x-title,y-title
0.07,24.97,teaml,Scatter,_,scores,_
1.08,22.8,teaml
2.08,28.08,teaml
3.0,26.53,teaml
5.01,33.76,teaml
5.94,25.6,teaml
6.94,32.2,teaml
7.95,29.4,teaml
8.87,24.04,teaml
9.87,36.79,teaml
10.88,30.49,teaml
12.81,25.75,teaml
13.81,35.93,teaml
15.74,28.08,teaml
16.66,24.2,teaml
18.67,24.2,teaml
21.61,29.72,teaml
23.53,23.73,teaml
26.47,40.05,teaml
33.34,32.98,teaml
34.26,47.12,teaml
37.19,28.78,teaml
4.01,24.66,team2
11.8,31.74,team2
14.73,40.21,team2
17.67,48.68,team2
19.59,31.74,team2
20.6,39.9,team2
22.53,47.12,team2
24.54,37.72,team2
25.46,37.56,team2
27.47,47.12,team2
28.39,48.99,team2
29.4,51.55,team2
30.41,42.07,team2
31.33,46.19,team2
32.33,31.74,team2
35.27,44.33,team2
36.27,37.56,team2
