X,Y,Catogery,chart_type,title,x-title,y-title
49.81,307.54,type1,Scatter,scatter plot,xaxis,x axis
59.8,249.49,type1
70.69,75.36,type1
74.77,197.56,type1
76.82,386.97,type1
79.77,118.13,type1
84.76,218.94,type1
89.75,167.01,type1
94.74,222.0,type1
96.79,313.65,type1
124.7,127.29,type1
129.69,209.78,type1
134.68,487.78,type1
139.67,212.83,type1
49.81,768.84,type2
59.8,619.14,type2
70.69,512.22,type2
74.77,472.51,type2
76.82,640.53,type2
79.77,979.63,type2
84.76,588.59,type2
89.75,203.67,type2
94.74,784.11,type2
96.79,420.57,type2
124.7,661.91,type2
129.69,496.95,type2
134.68,741.34,type2
139.67,869.65,type2
149.66,188.39,type2
49.81,215.89,type3
59.8,200.61,type3
70.69,386.97,type3
74.77,215.89,type3
76.82,209.78,type3
79.77,839.1,type3
84.76,512.22,type3
89.75,493.89,type3
94.74,487.78,type3
96.79,29.53,type3
124.7,102.85,type3
129.69,105.91,type3
134.68,108.96,type3
139.67,112.02,type3
149.66,121.18,type3
