X,Y,Catogery,chart_type,title,x-title,y-title
148.92,68.81,_,Simple Scatter,heirht and weinht nf natients afferted hv crohnic disease,_,_
148.92,85.71,_
149.88,49.05,_
149.88,44.29,_
149.88,37.38,_
149.88,59.05,_
150.91,60.95,_
151.94,72.86,_
151.94,75.71,_
151.94,60.0,_
152.89,70.95,_
152.89,49.05,_
152.89,60.0,_
153.92,76.9,_
153.92,57.14,_
153.92,51.19,_
154.95,55.0,_
154.95,62.86,_
155.91,60.0,_
155.91,75.71,_
155.91,53.1,_
155.91,65.95,_
155.98,58.81,_
155.98,57.86,_
155.98,51.9,_
156.94,63.1,_
156.94,57.14,_
156.94,82.62,_
157.01,62.38,_
157.97,110.48,_
157.97,72.86,_
157.97,76.9,_
157.97,57.14,_
157.97,61.19,_
158.04,54.76,_
158.04,60.48,_
158.04,55.71,_
158.92,54.05,_
158.92,62.86,_
158.92,95.48,_
158.92,47.14,_
158.92,72.86,_
159.95,43.33,_
159.95,58.1,_
159.95,70.95,_
159.95,60.0,_
159.95,75.95,_
159.95,85.71,_
160.02,75.24,_
160.02,69.52,_
160.98,69.76,_
160.98,60.0,_
161.94,77.86,_
161.94,67.86,_
161.94,63.81,_
161.94,55.95,_
161.94,61.9,_
162.01,65.71,_
162.01,66.67,_
162.97,62.86,_
162.97,82.62,_
162.97,70.95,_
162.97,67.86,_
164.0,59.05,_
164.0,98.57,_
164.0,65.0,_
164.0,73.81,_
164.0,75.71,_
164.0,68.81,_
164.07,63.81,_
164.07,62.62,_
164.95,76.9,_
164.95,62.86,_
164.95,60.95,_
164.95,117.38,_
164.95,65.95,_
164.95,54.05,_
165.02,52.86,_
165.02,70.48,_
165.02,73.1,_
165.02,71.67,_
165.98,69.76,_
165.98,65.0,_
165.98,81.67,_
165.98,66.9,_
165.98,49.05,_
166.94,64.05,_
167.97,75.71,_
167.97,85.71,_
167.97,81.67,_
168.04,74.52,_
169.0,65.95,_
169.95,75.71,_
169.95,82.62,_
170.98,73.81,_
172.01,102.38,_
172.01,96.43,_
172.01,92.62,_
172.01,72.86,_
172.08,71.43,_
172.08,70.48,_
172.97,81.67,_
172.97,85.71,_
175.98,84.76,_
175.98,60.95,_
175.98,99.52,_
177.01,75.71,_
178.04,73.81,_
178.04,80.71,_
180.02,103.57,_
182.01,80.48,_
182.01,88.57,_
182.01,81.9,_
182.08,82.86,_
