X,Y,Catogery,chart_type,title,x-title,y-title
1.03,245.13,type1,Scatter,scatter plot,xaxis,yaxis
2.0,203.59,type1
3.01,214.36,type1
3.98,218.97,type1
4.99,211.28,type1
5.95,246.67,type1
6.96,208.21,type1
7.97,232.82,type1
8.94,202.05,type1
9.95,215.9,type1
10.92,363.59,type1
11.93,400.51,type1
12.9,298.97,type1
13.91,435.9,type1
14.87,442.05,type1
15.88,349.74,type1
16.85,437.44,type1
17.86,448.21,type1
18.83,342.05,type1
19.84,351.28,type1
1.03,343.59,type2
2.0,408.21,type2
3.01,372.82,type2
3.98,326.67,type2
4.99,383.59,type2
5.95,349.74,type2
6.96,320.51,type2
7.97,423.59,type2
8.94,405.13,type2
9.95,309.74,type2
10.92,238.97,type2
11.93,0.51,type2
12.9,108.21,type2
13.91,209.74,type2
14.87,18.97,type2
15.88,146.67,type2
16.85,217.44,type2
17.86,220.51,type2
18.87,80.51,type2
19.84,65.13,type2
