X,Y,Catogery,chart_type,title,x-title,y-title
2.05,8.27,type1,Scatter,scatter plot,2 6 8 10 12,x axis
3.04,9.42,type1
4.03,12.5,type1
5.02,20.58,type1
6.02,27.5,type1
6.98,49.81,type1
7.97,60.58,type1
8.96,63.65,type1
9.95,67.88,type1
10.95,87.88,type1
11.94,92.12,type1
12.93,95.96,type1
13.92,97.88,type1
14.88,98.65,type1
14.98,99.42,type1
1.05,85.96,type2
2.05,80.96,type2
3.04,64.81,type2
4.03,46.73,type2
5.02,44.81,type2
6.02,42.5,type2
6.98,42.5,type2
7.97,40.58,type2
8.96,38.65,type2
9.95,37.5,type2
10.95,22.5,type2
11.91,17.5,type2
12.93,16.73,type2
13.92,2.12,type2
14.91,0.19,type2
1.05,1.35,type3
2.05,13.27,type3
3.04,12.5,type3
4.03,2.5,type3
5.02,9.42,type3
6.02,68.65,type3
6.98,63.65,type3
7.97,55.58,type3
8.96,52.88,type3
9.95,64.81,type3
10.95,52.88,type3
11.94,15.58,type3
12.93,14.42,type3
13.86,4.42,type3
13.98,4.42,type3
14.91,7.5,type3
