X,Y,Catogery,chart_type,title,x-title,y-title
1.03,392.82,type1,Scatter,scatter plot,xaxis,yaxis
2.0,66.67,type1
3.01,492.82,type1
3.98,137.44,type1
4.99,71.28,type1
5.96,106.67,type1
6.98,483.59,type1
7.99,412.82,type1
8.96,260.51,type1
9.97,260.51,type1
10.94,111.28,type1
11.95,194.36,type1
12.93,42.05,type1
13.94,32.82,type1
15.92,83.59,type1
16.89,385.13,type1
17.9,342.05,type1
18.92,408.21,type1
19.89,52.82,type1
1.03,205.13,type2
2.0,234.36,type2
3.01,240.51,type2
3.98,205.13,type2
4.99,218.97,type2
5.96,226.67,type2
6.98,202.05,type2
7.99,211.28,type2
8.96,205.13,type2
9.97,232.82,type2
10.94,202.05,type2
11.95,211.28,type2
12.93,208.21,type2
13.94,203.59,type2
14.91,226.67,type2
15.92,232.82,type2
16.89,225.13,type2
17.9,238.97,type2
18.92,231.28,type2
19.89,215.9,type2
